ID,Gender,BAMajor,BAGPA,yrs_work,yrs_python,yrs_R,G1,G2,G3,G4,G5,G6,G7,G8,G9,G10,G11,G12,G13,G14,G15,G16,G17,G18,G19,G20,GPA
20210524,F,Business,3.29,2,1,0,63.64,50.90,52.67,63.93,76.42,53.01,62.20,81.95,75.21,28.97,63.65,51.09,52.70,40.87,58.40,28.10,38.69,67.16,56.57,8.39,3.30
20210525,M,Computer Science,3.46,3,3,1,75.49,71.74,79.23,96.66,81.72,84.58,74.48,84.14,82.17,42.29,75.51,71.75,79.28,93.43,66.78,71.54,55.47,70.80,67.52,17.88,3.73
20210526,F,Computer Science,3.22,2,3,1,71.59,64.22,55.04,83.49,91.02,78.30,73.25,80.60,71.22,40.53,71.68,64.28,55.19,69.71,82.85,61.31,53.66,64.96,50.72,16.43,3.41
20210527,F,Liberal Arts,3.33,1,2,2,78.74,70.97,83.71,77.60,72.49,58.57,87.34,79.92,74.48,46.01,78.88,71.09,83.85,60.22,52.55,34.30,76.28,63.87,55.47,21.17,3.46
20210528,M,Electronic Engineering,3.23,0,3,0,52.19,61.90,55.70,67.81,71.22,53.01,74.24,66.18,68.88,56.67,52.35,62.00,55.85,45.98,50.72,28.10,55.12,43.80,47.44,32.11,3.20
20210529,F,Electronic Engineering,4,3,3,2,77.37,75.94,78.77,84.58,91.62,74.24,71.74,90.82,80.15,50.18,77.53,76.13,78.85,71.54,83.94,55.12,51.47,82.48,64.24,25.18,3.94
20210530,M,Information Systems,3.91,1,4,2,81.21,83.49,75.70,79.23,76.65,76.89,87.34,87.55,80.83,42.29,81.26,83.63,75.80,62.77,58.75,59.12,76.28,76.65,65.33,17.88,3.72
20210531,F,Applied Math,3.11,3,2,2,79.42,81.50,90.42,81.72,80.37,81.95,64.50,73.25,83.27,39.61,79.56,81.66,90.46,66.78,64.59,67.16,41.60,53.66,69.34,15.69,3.28
20210532,F,Applied Math,3.24,3,2,4,94.09,97.97,90.21,87.96,88.79,93.98,78.54,72.75,80.60,53.35,94.12,97.99,90.33,77.37,78.84,88.32,61.69,52.93,64.96,28.46,3.64
20210533,F,Computer Science,3.53,4,4,1,85.51,71.74,75.45,99.45,95.71,96.85,91.42,81.28,97.41,49.82,85.59,71.82,75.49,98.90,91.60,93.80,83.58,66.06,94.89,24.82,3.90
20210534,F,Information Systems,3.35,2,4,2,71.09,74.24,74.73,77.84,85.01,79.00,96.66,90.21,95.14,61.90,71.20,74.33,74.90,60.59,72.27,62.41,93.43,81.38,90.52,38.32,3.52
20210535,F,Information Systems,3.37,0,2,3,82.52,77.13,80.83,67.27,47.57,47.57,65.90,65.35,83.05,61.31,82.71,77.23,80.88,45.25,22.63,22.63,43.43,42.71,68.97,37.59,3.48
20210536,M,Computer Science,3.60,1,2,1,57.74,59.50,60.41,66.18,81.50,64.50,62.49,74.73,56.02,48.71,57.77,59.53,60.55,43.80,66.42,41.60,39.05,55.85,31.38,23.73,3.30
20210537,F,Electronic Engineering,3.50,3,3,1,83.39,78.54,63.65,90.62,72.49,84.79,83.93,78.30,71.22,0.00,83.51,78.59,63.76,82.12,52.55,71.89,70.44,61.31,50.72,0.00,3.41
20210538,M,Others,3.29,0,1,0,23.95,20.04,29.60,59.19,47.57,63.36,33.09,66.73,40.53,58.26,24.00,20.07,29.74,35.03,22.63,40.14,10.95,44.53,16.43,33.94,2.85
20210539,F,Applied Math,2.58,0,1,4,89.60,88.17,82.61,44.39,60.41,64.22,61.90,60.41,76.89,43.56,89.71,88.35,82.67,19.70,36.49,41.24,38.32,36.49,59.12,18.97,2.95
20210540,M,Business,3.15,2,2,0,41.91,47.57,57.31,65.07,65.90,64.50,71.99,84.79,85.22,49.08,42.01,47.68,57.45,42.34,43.43,41.60,51.83,71.89,72.62,24.09,3.23
20210541,M,Electronic Engineering,3.30,1,2,0,41.91,53.70,62.78,59.81,64.78,67.81,59.19,61.31,64.50,42.29,41.96,53.76,62.81,35.77,41.96,45.98,35.03,37.59,41.60,17.88,3.10
20210542,M,Computer Science,3.41,0,2,0,39.71,61.90,46.80,60.41,68.35,68.35,49.08,68.62,61.90,56.35,39.90,61.98,46.91,36.49,46.72,46.72,24.09,47.09,38.32,31.75,3.17
20210543,F,Electronic Engineering,2.61,2,1,0,62.79,59.81,40.97,57.63,56.02,73.25,70.71,72.49,46.01,42.29,62.98,59.93,41.09,33.21,31.38,53.66,50.00,52.55,21.17,17.88,2.84
20210544,M,Applied Math,3.05,3,1,1,72.34,63.65,58.57,85.65,79.46,83.27,70.45,69.14,76.18,19.10,72.50,63.71,58.76,73.36,63.14,69.34,49.63,47.80,58.03,3.65,3.08
20210545,M,Information Systems,3.15,1,2,2,61.35,67.54,64.50,73.49,72.75,79.00,83.05,66.18,64.22,30.21,61.44,67.69,64.58,54.01,52.93,62.41,68.97,43.80,41.24,9.13,3.20
20210546,F,Electronic Engineering,3.14,3,2,1,65.03,76.18,78.30,80.15,72.49,89.40,73.00,75.21,73.49,0.00,65.12,76.28,78.38,64.24,52.55,79.92,53.29,56.57,54.01,0.00,3.31
20210547,F,Business,3.49,2,1,0,45.99,49.82,43.56,61.01,57.95,62.49,67.27,75.21,69.93,31.97,46.13,49.95,43.62,37.22,33.58,39.05,45.25,56.57,48.90,10.22,3.07
20210548,F,Applied Math,3.53,2,1,3,80.32,76.42,80.37,85.01,76.42,77.13,74.97,76.65,60.41,14.80,80.37,76.48,80.41,72.27,58.40,59.49,56.21,58.75,36.49,2.19,3.37
20210549,M,Others,4,0,0,1,51.15,50.54,56.02,51.26,46.80,49.08,47.18,46.80,45.61,48.71,51.33,50.63,56.20,26.28,21.90,24.09,22.26,21.90,20.80,23.73,3.27
20210550,F,Others,3.43,0,1,2,54.54,68.88,78.07,35.74,65.35,47.95,65.07,71.48,53.70,36.25,54.59,69.00,78.20,12.77,42.71,22.99,42.34,51.09,28.84,13.14,3.12
20210551,F,Liberal Arts,3.24,0,1,1,57.74,62.78,64.22,39.61,36.75,40.53,75.45,75.70,76.42,39.15,57.76,62.91,64.23,15.69,13.51,16.43,56.93,57.30,58.40,15.33,3.12
20210552,F,Computer Science,3.85,2,4,0,74.29,68.62,62.49,82.61,88.38,92.02,84.58,86.50,93.40,24.16,74.45,68.76,62.50,68.24,78.11,84.68,71.54,74.82,87.24,5.84,3.74
20210553,F,Computer Science,3.59,3,2,0,57.74,66.45,47.57,86.50,91.42,77.84,79.69,63.36,73.25,43.98,57.76,66.45,47.63,74.82,83.58,60.59,63.50,40.14,53.66,19.34,3.37
20210554,F,Computer Science,3.53,4,4,1,85.51,71.74,75.45,99.45,95.71,96.85,91.42,81.28,97.41,49.82,85.60,71.81,75.45,98.90,91.60,93.80,83.58,66.06,94.89,24.82,3.90
20210555,M,Applied Math,3.66,4,1,4,98.74,97.41,83.93,92.81,95.52,87.75,81.95,72.75,84.79,50.54,98.79,97.46,84.13,86.14,91.24,77.00,67.16,52.93,71.89,25.54,3.79
20210556,M,Applied Math,3.20,0,2,2,75.25,81.95,69.67,39.61,70.71,53.35,64.78,73.74,76.18,49.08,75.28,82.14,69.75,15.69,50.00,28.46,41.96,54.38,58.03,24.09,3.28
20210557,M,Computer Science,3.22,4,1,1,74.29,74.73,65.07,91.62,90.82,101.27,70.71,76.89,78.07,35.23,74.35,74.73,65.23,83.94,82.48,102.56,50.00,59.12,60.95,12.41,3.48
20210558,F,Applied Math,3.46,2,1,2,89.00,67.81,79.46,68.88,62.78,68.35,60.41,63.07,57.95,0.00,89.11,67.82,79.48,47.44,39.41,46.72,36.49,39.78,33.58,0.00,3.28
20210559,M,Computer Science,3.22,2,3,2,71.84,73.99,65.62,93.20,86.07,82.61,81.50,85.65,91.02,35.23,71.97,74.12,65.72,86.86,74.08,68.24,66.42,73.36,82.85,12.41,3.50
20210560,M,Computer Science,3.60,1,2,1,57.74,59.50,60.41,66.18,81.50,64.50,62.49,74.73,56.02,48.71,57.93,59.52,60.60,43.80,66.42,41.60,39.05,55.85,31.38,23.73,3.30
20210561,F,Computer Science,3.25,2,1,1,55.20,52.67,71.74,84.14,80.60,84.36,61.01,74.97,76.42,36.75,55.23,52.86,71.85,70.80,64.96,71.17,37.22,56.21,58.40,13.51,3.32
20210562,F,Information Systems,4,2,2,2,65.86,84.36,84.14,76.65,79.46,78.07,84.14,81.05,74.48,40.97,65.92,84.55,84.24,58.75,63.14,60.95,70.80,65.69,55.47,16.79,3.73
20210563,M,Computer Science,2.61,0,2,0,57.42,51.62,53.01,54.37,49.45,66.45,73.74,64.78,56.99,43.98,57.52,51.65,53.10,29.56,24.45,44.16,54.38,41.96,32.48,19.34,2.75
20210564,M,Computer Science,3.02,0,2,0,33.87,32.53,59.19,66.45,53.35,55.37,75.70,71.22,47.18,41.42,34.02,32.59,59.34,44.16,28.46,30.66,57.30,50.72,22.26,17.16,2.84
20210565,M,Business,3.28,0,1,0,44.80,58.57,49.45,50.90,63.07,46.80,56.99,69.41,78.77,48.71,44.86,58.65,49.59,25.91,39.78,21.90,32.48,48.18,62.05,23.73,3.10
20210566,F,Computer Science,3.29,2,2,2,81.87,64.22,78.54,89.40,83.49,78.07,78.54,74.24,82.83,35.23,82.05,64.31,78.69,79.92,69.71,60.95,61.69,55.12,68.61,12.41,3.46
20210567,M,Computer Science,3.07,0,2,1,65.58,50.90,49.82,47.57,51.97,73.00,78.30,63.93,77.84,54.03,65.69,51.00,49.96,22.63,27.01,53.29,61.31,40.87,60.59,29.19,3.12
20210568,M,Information Systems,3.71,0,3,1,53.88,59.50,75.70,67.54,65.07,46.40,72.24,67.54,83.93,45.21,53.89,59.55,75.84,45.62,42.34,21.53,52.19,45.62,70.44,20.44,3.52
20210569,F,Applied Math,3.45,3,2,2,89.80,92.81,78.30,69.67,88.58,77.37,80.60,80.15,72.24,24.16,89.90,92.93,78.50,48.54,78.46,59.86,64.96,64.24,52.19,5.84,3.60
20210570,M,Information Systems,3.91,1,4,2,81.21,83.49,75.70,79.23,76.65,76.89,87.34,87.55,80.83,42.29,81.37,83.64,75.79,62.77,58.75,59.12,76.28,76.65,65.33,17.88,3.72
20210571,M,Computer Science,3.19,3,2,0,53.55,50.18,70.97,90.62,83.93,90.01,77.60,63.93,68.35,0.00,53.74,50.29,71.07,82.12,70.44,81.02,60.22,40.87,46.72,0.00,3.17
20210572,F,Electronic Engineering,3.20,4,2,2,71.09,84.58,86.07,92.02,94.17,87.13,76.42,85.65,72.24,27.02,71.19,84.71,86.19,84.68,88.68,75.92,58.40,73.36,52.19,7.30,3.46
20210573,F,Computer Science,3.12,1,4,2,72.59,70.19,74.97,71.99,70.19,92.41,90.62,84.79,74.73,69.67,72.68,70.28,75.16,51.83,49.27,85.40,82.12,71.89,55.85,48.54,3.45
20210574,F,Applied Math,3.07,0,1,2,84.67,61.31,74.48,52.67,61.90,52.32,72.49,45.61,70.97,48.71,84.73,61.50,74.57,27.74,38.32,27.37,52.55,20.80,50.37,23.73,3.11
20210575,F,Computer Science,4,3,3,2,75.96,79.46,86.92,82.61,91.02,85.22,74.48,89.40,78.77,44.39,76.08,79.54,87.05,68.24,82.85,72.62,55.47,79.92,62.05,19.70,4.06
20210576,M,Others,3.46,4,2,2,76.43,81.05,79.23,81.95,93.59,79.00,80.60,81.28,85.01,44.39,76.45,81.06,79.34,67.16,87.59,62.41,64.96,66.06,72.27,19.70,3.56
20210577,M,Information Systems,3.71,0,3,1,53.88,59.50,75.70,67.54,65.07,46.40,72.24,67.54,83.93,45.21,54.08,59.51,75.82,45.62,42.34,21.53,52.19,45.62,70.44,20.44,3.52
20210578,M,Business,3.23,1,1,0,60.46,35.74,58.88,66.45,53.35,58.88,58.57,73.00,65.35,33.64,60.56,35.79,58.98,44.16,28.46,34.67,34.30,53.29,42.71,11.32,3.12
20210579,F,Applied Math,3.43,2,0,4,95.79,89.20,95.33,75.94,75.70,80.37,72.75,60.11,66.73,33.09,95.87,89.29,95.44,57.67,57.30,64.59,52.93,36.13,44.53,10.95,3.62
20210580,F,Computer Science,3.99,4,1,1,75.73,78.54,70.45,94.37,100.91,88.38,78.30,72.49,54.71,0.00,75.86,78.64,70.51,89.06,101.83,78.11,61.31,52.55,29.93,0.00,3.74
20210581,F,Electronic Engineering,3.12,0,2,1,74.54,67.27,65.07,42.29,40.53,67.54,67.27,56.67,71.22,61.90,74.56,67.45,65.25,17.88,16.43,45.62,45.25,32.11,50.72,38.32,3.20
20210582,M,Electronic Engineering,2.57,1,1,1,70.58,57.63,50.90,61.01,48.71,52.67,72.75,43.98,67.81,51.26,70.72,57.78,50.91,37.22,23.73,27.74,52.93,19.34,45.98,26.28,2.65
20210583,F,Computer Science,3.53,4,4,1,85.51,71.74,75.45,99.45,95.71,96.85,91.42,81.28,97.41,49.82,85.54,71.86,75.50,98.90,91.60,93.80,83.58,66.06,94.89,24.82,3.90
20210584,M,Applied Math,3.44,3,0,2,77.14,83.05,68.08,84.36,68.88,69.14,64.78,63.36,57.63,29.60,77.27,83.06,68.26,71.17,47.44,47.80,41.96,40.14,33.21,8.76,3.25
20210585,M,Information Systems,3.37,3,3,1,84.67,72.49,75.94,76.18,85.22,88.58,73.49,81.05,84.79,18.12,84.67,72.59,76.04,58.03,72.62,78.46,54.01,65.69,71.89,3.28,3.52
20210586,M,Computer Science,3.41,0,2,0,39.71,61.90,46.80,60.41,68.35,68.35,49.08,68.62,61.90,56.35,39.83,61.99,46.92,36.49,46.72,46.72,24.09,47.09,38.32,31.75,3.17
20210587,F,Information Systems,3.23,0,3,2,72.34,63.65,76.18,55.04,61.01,50.90,69.41,72.24,68.35,47.57,72.47,63.69,76.33,30.29,37.22,25.91,48.18,52.19,46.72,22.63,3.10
20210588,F,Information Systems,3.61,3,4,1,72.34,65.62,83.27,94.37,74.97,88.17,85.01,95.14,79.92,42.72,72.38,65.81,83.46,89.06,56.21,77.74,72.27,90.52,63.87,18.25,3.71
20210589,M,Others,3.18,2,2,0,63.92,45.21,69.93,66.18,59.81,72.75,60.11,68.62,68.08,53.01,63.94,45.41,69.99,43.80,35.77,52.93,36.13,47.09,46.35,28.10,3.11
20210590,F,Applied Math,3.47,0,2,2,90.20,64.50,61.61,49.82,64.22,59.19,76.18,57.95,62.49,47.95,90.30,64.66,61.67,24.82,41.24,35.03,58.03,33.58,39.05,22.99,3.34
20210591,F,Information Systems,3.01,2,3,2,86.14,84.79,76.42,71.22,69.93,75.45,91.42,87.13,86.71,42.29,86.18,84.80,76.61,50.72,48.90,56.93,83.58,75.92,75.19,17.88,3.42
20210592,F,Information Systems,3.87,0,2,3,81.43,73.99,83.93,47.18,58.57,67.00,73.74,81.50,68.88,56.67,81.48,74.08,83.97,22.26,34.30,44.89,54.38,66.42,47.44,32.11,3.68
20210593,F,Others,3.31,1,2,0,57.42,48.71,47.18,73.99,56.35,71.74,78.54,76.18,69.67,32.53,57.53,48.80,47.36,54.75,31.75,51.47,61.69,58.03,48.54,10.58,3.14
20210594,F,Electronic Engineering,3.63,4,3,0,71.09,78.54,66.45,79.00,85.01,91.82,89.20,88.79,76.89,15.98,71.12,78.59,66.51,62.41,72.27,84.31,79.57,78.84,59.12,2.55,3.53
20210595,M,Information Systems,3.06,2,3,3,91.97,76.18,90.82,75.94,90.82,76.18,83.05,86.71,75.45,57.95,91.99,76.34,90.87,57.67,82.48,58.03,68.97,75.19,56.93,33.58,3.42
20210596,F,Computer Science,3.29,2,2,2,81.87,64.22,78.54,89.40,83.49,78.07,78.54,74.24,82.83,35.23,81.88,64.28,78.63,79.92,69.71,60.95,61.69,55.12,68.61,12.41,3.46
20210597,M,Applied Math,2.51,0,1,3,83.39,88.99,78.30,65.07,60.41,41.85,72.24,55.04,57.95,65.35,83.47,89.03,78.43,42.34,36.49,17.51,52.19,30.29,33.58,42.71,2.87
20210598,M,Information Systems,3.37,3,3,1,84.67,72.49,75.94,76.18,85.22,88.58,73.49,81.05,84.79,18.12,84.71,72.69,75.99,58.03,72.62,78.46,54.01,65.69,71.89,3.28,3.52
20210599,M,Information Systems,3.71,0,3,1,53.88,59.50,75.70,67.54,65.07,46.40,72.24,67.54,83.93,45.21,54.04,59.62,75.81,45.62,42.34,21.53,52.19,45.62,70.44,20.44,3.52
20210600,M,Business,3.27,2,0,0,41.48,57.63,54.71,76.42,62.20,66.73,61.31,71.74,72.24,0.00,41.51,57.75,54.82,58.40,38.69,44.53,37.59,51.47,52.19,0.00,2.95
20210601,M,Computer Science,3.19,3,2,0,53.55,50.18,70.97,90.62,83.93,90.01,77.60,63.93,68.35,0.00,53.57,50.36,71.07,82.12,70.44,81.02,60.22,40.87,46.72,0.00,3.17
20210602,F,Information Systems,4,2,3,2,67.47,79.46,78.77,84.58,89.20,73.00,69.67,74.73,79.92,37.73,67.52,79.63,78.83,71.54,79.57,53.29,48.54,55.85,63.87,14.24,3.92
20210603,M,Business,3.53,0,0,1,52.19,59.50,57.95,45.61,48.33,38.68,64.50,63.36,64.50,40.53,52.32,59.65,58.15,20.80,23.36,14.96,41.60,40.14,41.60,16.43,3.18
20210604,M,Business,3.02,3,1,1,69.30,51.26,68.88,76.42,79.46,79.69,73.00,69.67,71.74,0.00,69.39,51.42,69.03,58.40,63.14,63.50,53.29,48.54,51.47,0.00,3.14
20210605,M,Liberal Arts,3.96,4,1,2,77.83,87.34,82.61,94.56,86.07,90.62,86.92,72.49,81.50,25.63,77.98,87.47,82.65,89.42,74.08,82.12,75.55,52.55,66.42,6.57,3.83
20210606,M,Computer Science,3.33,0,3,2,71.59,74.73,65.90,65.90,63.36,69.67,79.69,68.88,76.89,68.88,71.77,74.90,66.01,43.43,40.14,48.54,63.50,47.44,59.12,47.44,3.32
20210607,M,Others,3.98,3,0,1,66.40,74.97,74.24,70.71,70.97,78.30,59.50,53.70,44.39,41.85,66.58,75.15,74.26,50.00,50.37,61.31,35.40,28.84,19.70,17.51,3.69
20210608,M,Computer Science,3.67,3,2,1,60.17,74.48,67.54,88.79,80.83,79.46,67.54,73.49,81.28,0.00,60.36,74.63,67.59,78.84,65.33,63.14,45.62,54.01,66.06,0.00,3.42
20210609,M,Computer Science,2.61,0,2,0,57.42,51.62,53.01,54.37,49.45,66.45,73.74,64.78,56.99,43.98,57.43,51.65,53.07,29.56,24.45,44.16,54.38,41.96,32.48,19.34,2.75
20210610,F,Computer Science,3.59,3,2,0,57.74,66.45,47.57,86.50,91.42,77.84,79.69,63.36,73.25,43.98,57.75,66.48,47.69,74.82,83.58,60.59,63.50,40.14,53.66,19.34,3.37
20210611,M,Liberal Arts,3.33,3,2,1,81.65,80.60,63.07,71.74,76.18,89.20,75.94,71.99,93.20,0.00,81.71,80.71,63.23,51.47,58.03,79.57,57.67,51.83,86.86,0.00,3.27
20210612,F,Information Systems,3.34,3,3,1,61.35,81.05,85.44,72.24,81.72,76.65,70.19,81.72,71.48,20.04,61.48,81.07,85.61,52.19,66.78,58.75,49.27,66.78,51.09,4.02,3.38
20210613,M,Information Systems,3.30,1,2,2,84.45,74.48,84.14,62.78,64.22,75.94,71.22,67.81,69.41,44.39,84.65,74.49,84.29,39.41,41.24,57.67,50.72,45.98,48.18,19.70,3.49
20210614,F,Information Systems,3.87,0,2,3,81.43,73.99,83.93,47.18,58.57,67.00,73.74,81.50,68.88,56.67,81.60,74.12,83.95,22.26,34.30,44.89,54.38,66.42,47.44,32.11,3.68
20210615,F,Liberal Arts,2.50,1,2,1,65.31,51.62,63.07,72.75,67.00,77.13,70.71,85.22,79.23,56.67,65.34,51.66,63.15,52.93,44.89,59.49,50.00,72.62,62.77,32.11,2.83
20210616,M,Applied Math,3.05,4,0,2,93.90,81.50,83.05,89.40,79.92,73.99,56.99,73.74,76.18,0.00,93.92,81.59,83.10,79.92,63.87,54.75,32.48,54.38,58.03,0.00,3.29
20210617,M,Computer Science,3.55,1,4,2,66.67,68.35,74.48,84.58,86.29,88.79,74.48,93.78,79.23,65.62,66.77,68.52,74.49,71.54,74.46,78.84,55.47,87.95,62.77,43.06,3.72
20210618,F,Applied Math,3.10,0,1,1,76.90,54.71,54.71,63.65,28.97,39.61,50.90,55.04,40.97,65.35,76.92,54.73,54.85,40.51,8.39,15.69,25.91,30.29,16.79,42.71,2.94
20210619,F,Applied Math,3.07,0,1,2,84.67,61.31,74.48,52.67,61.90,52.32,72.49,45.61,70.97,48.71,84.68,61.50,74.51,27.74,38.32,27.37,52.55,20.80,50.37,23.73,3.11
20210620,M,Computer Science,3.46,3,3,1,75.49,71.74,79.23,96.66,81.72,84.58,74.48,84.14,82.17,42.29,75.68,71.75,79.36,93.43,66.78,71.54,55.47,70.80,67.52,17.88,3.73
20210621,F,Information Systems,3.45,1,2,1,62.79,76.18,53.70,64.78,60.11,63.65,68.88,65.90,64.50,42.29,62.93,76.28,53.70,41.96,36.13,40.51,47.44,43.43,41.60,17.88,3.25
20210622,F,Liberal Arts,2.60,2,2,1,75.49,56.67,75.94,83.93,69.14,64.78,68.35,79.00,80.83,10.46,75.60,56.75,76.03,70.44,47.80,41.96,46.72,62.41,65.33,1.09,2.84
20210623,M,Computer Science,3.19,1,2,0,65.31,37.73,62.49,69.41,81.50,67.27,62.49,73.99,52.67,59.81,65.35,37.90,62.59,48.18,66.42,45.25,39.05,54.75,27.74,35.77,3.26
20210624,F,Information Systems,3.22,2,1,3,77.14,87.55,86.50,77.13,87.55,71.74,70.19,64.78,73.74,60.41,77.25,87.74,86.63,59.49,76.65,51.47,49.27,41.96,54.38,36.49,3.47
20210625,M,Others,3.45,0,0,1,58.04,45.61,58.88,47.18,51.97,50.18,50.90,45.21,58.88,60.71,58.17,45.75,58.97,22.26,27.01,25.18,25.91,20.44,34.67,36.86,2.96
20210626,F,Computer Science,3.45,3,3,1,61.35,80.15,64.78,86.07,80.37,86.50,90.21,75.21,83.71,42.72,61.44,80.29,64.95,74.08,64.59,74.82,81.38,56.57,70.07,18.25,3.66
20210627,F,Business,3.76,3,1,0,60.46,52.32,63.93,79.92,80.15,63.07,71.74,67.54,85.01,0.00,60.55,52.32,64.07,63.87,64.24,39.78,51.47,45.62,72.27,0.00,3.39
20210628,M,Information Systems,3.03,4,2,2,76.90,85.65,91.42,87.13,82.39,98.34,87.13,78.07,70.45,0.00,76.91,85.84,91.43,75.92,67.88,96.71,75.92,60.95,49.63,0.00,3.40
20210629,F,Applied Math,3.66,4,0,2,89.60,77.13,74.24,74.48,75.45,75.21,74.48,67.54,61.61,28.97,89.70,77.15,74.41,55.47,56.93,56.57,55.47,45.62,37.96,8.39,3.56
20210630,M,Computer Science,3.67,3,2,1,60.17,74.48,67.54,88.79,80.83,79.46,67.54,73.49,81.28,0.00,60.35,74.60,67.60,78.84,65.33,63.14,45.62,54.01,66.06,0.00,3.42
20210631,M,Business,3.14,0,1,0,61.05,33.09,53.35,53.35,54.03,46.01,66.45,54.71,69.67,56.99,61.07,33.16,53.48,28.46,29.19,21.17,44.16,29.93,48.54,32.48,3.01
20210632,M,Computer Science,3.22,4,1,1,74.29,74.73,65.07,91.62,90.82,101.27,70.71,76.89,78.07,35.23,74.31,74.88,65.25,83.94,82.48,102.56,50.00,59.12,60.95,12.41,3.48
20210633,M,Electronic Engineering,3.04,2,2,1,56.16,76.65,76.89,66.18,65.35,65.35,61.61,64.22,71.22,48.71,56.32,76.84,77.06,43.80,42.71,42.71,37.96,41.24,50.72,23.73,3.09
20210634,F,Electronic Engineering,4,1,3,1,55.52,61.01,76.65,56.99,80.60,80.60,86.07,69.93,82.17,62.78,55.63,61.21,76.78,32.48,64.96,64.96,74.08,48.90,67.52,39.41,3.72
20210635,F,Others,3.64,0,0,1,33.33,52.32,51.97,50.18,50.90,49.45,26.33,21.78,61.31,62.20,33.43,52.50,52.16,25.18,25.91,24.45,6.93,4.74,37.59,38.69,3.17
20210636,M,Computer Science,3.18,1,3,0,65.31,68.62,40.53,76.65,75.94,75.70,68.88,85.44,63.93,50.54,65.40,68.70,40.66,58.75,57.67,57.30,47.44,73.00,40.87,25.54,3.13
20210637,M,Applied Math,3.44,3,0,2,77.14,83.05,68.08,84.36,68.88,69.14,64.78,63.36,57.63,29.60,77.20,83.16,68.22,71.17,47.44,47.80,41.96,40.14,33.21,8.76,3.25
20210638,F,Electronic Engineering,4,3,3,2,77.37,75.94,78.77,84.58,91.62,74.24,71.74,90.82,80.15,50.18,77.39,76.08,78.78,71.54,83.94,55.12,51.47,82.48,64.24,25.18,3.94
20210639,M,Applied Math,4,1,1,2,78.97,78.54,85.22,72.24,48.33,64.22,67.00,69.93,74.73,24.16,79.02,78.59,85.27,52.19,23.36,41.24,44.89,48.90,55.85,5.84,3.75
20210640,M,Computer Science,3.32,0,3,0,33.87,43.98,59.81,53.35,70.19,66.73,74.48,81.95,80.83,50.54,34.01,44.09,59.95,28.46,49.27,44.53,55.47,67.16,65.33,25.54,3.19
20210641,F,Liberal Arts,3.45,2,2,0,69.56,47.95,73.74,63.93,70.97,58.57,87.13,77.84,80.60,23.40,69.76,48.02,73.88,40.87,50.37,34.30,75.92,60.59,64.96,5.48,3.24
20210642,M,Liberal Arts,3.62,3,1,1,68.52,66.73,54.71,71.74,81.05,81.95,70.71,81.72,70.71,12.08,68.70,66.92,54.85,51.47,65.69,67.16,50.00,66.78,50.00,1.46,3.37
20210643,M,Electronic Engineering,3.26,3,2,1,77.14,67.27,59.19,91.02,89.20,76.89,79.92,83.49,72.24,50.54,77.22,67.42,59.26,82.85,79.57,59.12,63.87,69.71,52.19,25.54,3.45
20210644,M,Information Systems,3.18,0,3,2,74.29,69.41,67.00,51.26,49.45,76.18,66.18,70.71,65.90,58.57,74.35,69.57,67.18,26.28,24.45,58.03,43.80,50.00,43.43,34.30,3.14
20210645,M,Computer Science,3.39,0,1,2,62.50,55.37,77.84,71.48,68.62,63.36,51.97,45.61,53.70,60.11,62.53,55.45,77.94,51.09,47.09,40.14,27.01,20.80,28.84,36.13,3.20
20210646,F,Applied Math,3.43,2,0,4,95.79,89.20,95.33,75.94,75.70,80.37,72.75,60.11,66.73,33.09,95.92,89.39,95.43,57.67,57.30,64.59,52.93,36.13,44.53,10.95,3.62
20210647,F,Applied Math,3.05,2,1,4,92.75,84.14,93.59,64.22,68.08,81.72,64.22,75.70,71.74,44.80,92.77,84.24,93.71,41.24,46.35,66.78,41.24,57.30,51.47,20.07,3.22
20210648,F,Information Systems,4,0,2,2,78.74,74.97,75.45,59.19,65.35,65.90,80.83,74.97,58.26,64.50,78.82,75.04,75.49,35.03,42.71,43.43,65.33,56.21,33.94,41.60,3.80
20210649,F,Applied Math,3.10,0,2,1,60.17,74.48,59.19,67.00,64.50,38.21,64.78,55.70,62.20,66.45,60.18,74.65,59.38,44.89,41.60,14.60,41.96,31.02,38.69,44.16,3.10
20210650,F,Applied Math,3.10,0,2,1,60.17,74.48,59.19,67.00,64.50,38.21,64.78,55.70,62.20,66.45,60.17,74.61,59.29,44.89,41.60,14.60,41.96,31.02,38.69,44.16,3.10
20210651,F,Computer Science,3.43,2,1,1,68.00,63.36,74.73,71.99,88.79,84.36,60.71,70.19,60.71,30.21,68.04,63.52,74.83,51.83,78.84,71.17,36.86,49.27,36.86,9.13,3.26
20210652,F,Information Systems,4,0,2,2,78.74,74.97,75.45,59.19,65.35,65.90,80.83,74.97,58.26,64.50,78.81,74.99,75.62,35.03,42.71,43.43,65.33,56.21,33.94,41.60,3.80
20210653,F,Information Systems,3.64,3,3,2,85.30,90.01,89.20,92.61,84.79,80.60,92.61,81.72,90.01,36.75,85.48,90.08,89.24,85.77,71.89,64.96,85.77,66.78,81.02,13.51,3.89
20210654,M,Information Systems,3.30,1,2,2,84.45,74.48,84.14,62.78,64.22,75.94,71.22,67.81,69.41,44.39,84.49,74.66,84.21,39.41,41.24,57.67,50.72,45.98,48.18,19.70,3.49
